Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2023-06-23 11:00:00,1879.27000000,1880.62000000,1876.80000000,1879.76000000,6549.80420000,2023-06-23 11:59:59.999,12306033.97143400,12553,3327.05870000,6251069.63126500,0
2023-06-23 12:00:00,1879.75000000,1882.57000000,1866.68000000,1873.47000000,18895.68480000,2023-06-23 12:59:59.999,35418868.77033900,25378,7863.68970000,14741084.40856800,0
2023-06-23 13:00:00,1873.48000000,1878.10000000,1861.01000000,1872.60000000,16562.71140000,2023-06-23 13:59:59.999,30996577.22796700,23515,8461.77360000,15836235.85499600,0
2023-06-23 14:00:00,1872.60000000,1887.00000000,1868.24000000,1884.27000000,20919.30580000,2023-06-23 14:59:59.999,39279695.29590400,25623,10755.32010000,20196481.67997900,0
2023-06-23 15:00:00,1884.28000000,1922.16000000,1882.00000000,1917.61000000,67668.94270000,2023-06-23 15:59:59.999,128680670.30202600,73646,36396.52750000,69212300.44124900,0
2023-06-23 16:00:00,1917.61000000,1936.42000000,1900.00000000,1914.56000000,64718.98420000,2023-06-23 16:59:59.999,124100595.53035600,70826,31993.49630000,61359949.36302800,0
2023-06-23 17:00:00,1914.56000000,1925.40000000,1910.41000000,1923.84000000,23938.67810000,2023-06-23 17:59:59.999,45936146.85114300,29160,11821.06260000,22687920.30209100,0
2023-06-23 18:00:00,1923.84000000,1925.05000000,1903.01000000,1908.36000000,18616.07220000,2023-06-23 18:59:59.999,35595202.19902100,24523,8648.29900000,16529840.49199500,0
2023-06-23 19:00:00,1908.36000000,1912.50000000,1886.01000000,1900.82000000,25196.97710000,2023-06-23 19:59:59.999,47911666.13972000,30808,12489.35090000,23745921.07711900,0
2023-06-23 20:00:00,1900.83000000,1908.01000000,1891.28000000,1905.57000000,14560.34880000,2023-06-23 20:59:59.999,27679018.03394800,18434,7139.85300000,13577975.94466800,0
2023-06-23 21:00:00,1905.58000000,1906.18000000,1876.00000000,1883.80000000,14103.45970000,2023-06-23 21:59:59.999,26698060.01994500,22449,7076.08850000,13394893.27755200,0
2023-06-23 22:00:00,1883.81000000,1890.65000000,1880.72000000,1890.36000000,11253.83230000,2023-06-23 22:59:59.999,21211446.11641200,14875,5904.95400000,11130551.00050600,0
2023-06-23 23:00:00,1890.37000000,1893.37000000,1886.41000000,1892.63000000,6403.82360000,2023-06-23 23:59:59.999,12106801.56179300,11548,3361.60430000,6355359.82410300,0
2023-06-24 00:00:00,1892.63000000,1892.72000000,1878.15000000,1881.56000000,11295.37690000,2023-06-24 00:59:59.999,21292318.20432000,18006,5285.79850000,9963653.58689300,0
2023-06-24 01:00:00,1881.55000000,1890.37000000,1878.88000000,1889.31000000,10476.11590000,2023-06-24 01:59:59.999,19735583.38803700,15978,5259.95040000,9910466.51171400,0
2023-06-24 02:00:00,1889.30000000,1896.52000000,1886.49000000,1895.55000000,8323.98210000,2023-06-24 02:59:59.999,15745832.36292300,13707,4246.20840000,8032833.82740500,0
2023-06-24 03:00:00,1895.56000000,1896.55000000,1891.85000000,1894.00000000,5186.77550000,2023-06-24 03:59:59.999,9823338.13804300,9999,1953.49950000,3699672.28332600,0
2023-06-24 04:00:00,1894.01000000,1897.86000000,1891.86000000,1892.99000000,6457.04710000,2023-06-24 04:59:59.999,12229922.42782300,11932,2492.73640000,4721136.40218100,0
